0001 | Nevus | A melanocytic nevus is a common benign skin lesion caused by a local proliferation of melanocytes. | sources=S8
0650 | Squamous cell carcinoma, NOS | RAG fact: Squamous cell carcinoma arises from epidermal keratinocytes. | sources=S5,S13,S19
0651 | Squamous cell carcinoma, NOS | Lesion summary: Squamous cell carcinoma is a keratinocytic skin cancer that often develops on sun-exposed skin. | sources=S5,S13,S19
0652 | Squamous cell carcinoma, NOS | Lesion summary: Squamous cell carcinoma may present as a rough patch, scaly lesion, sore, nodule, or crusted growth. | sources=S5,S13,S19
0653 | Squamous cell carcinoma, NOS | Lesion summary: An SCC lesion may fail to heal or may recur after seeming to heal. | sources=S5,S13,S19
0654 | Squamous cell carcinoma, NOS | Lesion summary: Squamous lesions can be flat, eroded, infiltrated, or hyperkeratotic. | sources=S5,S13,S19
0655 | Squamous cell carcinoma, NOS | Lesion summary: Dermoscopy can help distinguish squamous lesions from basal cell carcinoma, especially when the lesion is scaly or eroded. | sources=S5,S13,S19
0656 | Squamous cell carcinoma, NOS | Lesion summary: Actinic keratosis and squamous cell carcinoma in situ have specific dermoscopic features that aid diagnosis. | sources=S5,S13,S19
0657 | Squamous cell carcinoma, NOS | Lesion summary: Invasive squamous cell carcinoma can be harder to diagnose by dermoscopy alone. | sources=S5,S13,S19
0658 | Squamous cell carcinoma, NOS | Lesion summary: Sun-exposed sites such as the ear or lower lip are classic areas for squamous cell carcinoma. | sources=S5,S13,S19
0659 | Squamous cell carcinoma, NOS | Lesion summary: A new growth that looks like a scab, rough patch, or wart-like lesion can be a presentation of SCC. | sources=S5,S13,S19
0660 | Squamous cell carcinoma, NOS | Lesion summary: Squamous cell carcinoma arises from epidermal keratinocytes. | sources=S5,S13,S19
0661 | Squamous cell carcinoma, NOS | Medical note: Squamous cell carcinoma is a keratinocytic skin cancer that often develops on sun-exposed skin. | sources=S5,S13,S19
0662 | Squamous cell carcinoma, NOS | Medical note: Squamous cell carcinoma may present as a rough patch, scaly lesion, sore, nodule, or crusted growth. | sources=S5,S13,S19
0663 | Squamous cell carcinoma, NOS | Medical note: An SCC lesion may fail to heal or may recur after seeming to heal. | sources=S5,S13,S19
0664 | Squamous cell carcinoma, NOS | Medical note: Squamous lesions can be flat, eroded, infiltrated, or hyperkeratotic. | sources=S5,S13,S19
0665 | Squamous cell carcinoma, NOS | Medical note: Dermoscopy can help distinguish squamous lesions from basal cell carcinoma, especially when the lesion is scaly or eroded. | sources=S5,S13,S19
0666 | Squamous cell carcinoma, NOS | Medical note: Actinic keratosis and squamous cell carcinoma in situ have specific dermoscopic features that aid diagnosis. | sources=S5,S13,S19
0667 | Squamous cell carcinoma, NOS | Medical note: Invasive squamous cell carcinoma can be harder to diagnose by dermoscopy alone. | sources=S5,S13,S19
0668 | Squamous cell carcinoma, NOS | Medical note: Sun-exposed sites such as the ear or lower lip are classic areas for squamous cell carcinoma. | sources=S5,S13,S19
0669 | Squamous cell carcinoma, NOS | Medical note: A new growth that looks like a scab, rough patch, or wart-like lesion can be a presentation of SCC. | sources=S5,S13,S19
0670 | Squamous cell carcinoma, NOS | Medical note: Squamous cell carcinoma arises from epidermal keratinocytes. | sources=S5,S13,S19
0671 | Squamous cell carcinoma, NOS | Classification clue: Squamous cell carcinoma is a keratinocytic skin cancer that often develops on sun-exposed skin. | sources=S5,S13,S19
0672 | Squamous cell carcinoma, NOS | Classification clue: Squamous cell carcinoma may present as a rough patch, scaly lesion, sore, nodule, or crusted growth. | sources=S5,S13,S19
0673 | Squamous cell carcinoma, NOS | Classification clue: An SCC lesion may fail to heal or may recur after seeming to heal. | sources=S5,S13,S19
0674 | Squamous cell carcinoma, NOS | Classification clue: Squamous lesions can be flat, eroded, infiltrated, or hyperkeratotic. | sources=S5,S13,S19
0675 | Squamous cell carcinoma, NOS | Classification clue: Dermoscopy can help distinguish squamous lesions from basal cell carcinoma, especially when the lesion is scaly or eroded. | sources=S5,S13,S19
0676 | Squamous cell carcinoma, NOS | Classification clue: Actinic keratosis and squamous cell carcinoma in situ have specific dermoscopic features that aid diagnosis. | sources=S5,S13,S19
0677 | Squamous cell carcinoma, NOS | Classification clue: Invasive squamous cell carcinoma can be harder to diagnose by dermoscopy alone. | sources=S5,S13,S19
0678 | Squamous cell carcinoma, NOS | Classification clue: Sun-exposed sites such as the ear or lower lip are classic areas for squamous cell carcinoma. | sources=S5,S13,S19
0679 | Squamous cell carcinoma, NOS | Classification clue: A new growth that looks like a scab, rough patch, or wart-like lesion can be a presentation of SCC. | sources=S5,S13,S19
0680 | Squamous cell carcinoma, NOS | Classification clue: Squamous cell carcinoma arises from epidermal keratinocytes. | sources=S5,S13,S19
0681 | Squamous cell carcinoma, NOS | Reference-backed statement: Squamous cell carcinoma is a keratinocytic skin cancer that often develops on sun-exposed skin. | sources=S5,S13,S19
0682 | Squamous cell carcinoma, NOS | Reference-backed statement: Squamous cell carcinoma may present as a rough patch, scaly lesion, sore, nodule, or crusted growth. | sources=S5,S13,S19
0683 | Squamous cell carcinoma, NOS | Reference-backed statement: An SCC lesion may fail to heal or may recur after seeming to heal. | sources=S5,S13,S19
0684 | Squamous cell carcinoma, NOS | Reference-backed statement: Squamous lesions can be flat, eroded, infiltrated, or hyperkeratotic. | sources=S5,S13,S19
0685 | Squamous cell carcinoma, NOS | Reference-backed statement: Dermoscopy can help distinguish squamous lesions from basal cell carcinoma, especially when the lesion is scaly or eroded. | sources=S5,S13,S19
0686 | Squamous cell carcinoma, NOS | Reference-backed statement: Actinic keratosis and squamous cell carcinoma in situ have specific dermoscopic features that aid diagnosis. | sources=S5,S13,S19
0687 | Squamous cell carcinoma, NOS | Reference-backed statement: Invasive squamous cell carcinoma can be harder to diagnose by dermoscopy alone. | sources=S5,S13,S19
0688 | Squamous cell carcinoma, NOS | Reference-backed statement: Sun-exposed sites such as the ear or lower lip are classic areas for squamous cell carcinoma. | sources=S5,S13,S19
0689 | Squamous cell carcinoma, NOS | Reference-backed statement: A new growth that looks like a scab, rough patch, or wart-like lesion can be a presentation of SCC. | sources=S5,S13,S19
0690 | Squamous cell carcinoma, NOS | Reference-backed statement: Squamous cell carcinoma arises from epidermal keratinocytes. | sources=S5,S13,S19
0691 | Squamous cell carcinoma, NOS | Dermatology corpus line: Squamous cell carcinoma is a keratinocytic skin cancer that often develops on sun-exposed skin. | sources=S5,S13,S19
0692 | Squamous cell carcinoma, NOS | Dermatology corpus line: Squamous cell carcinoma may present as a rough patch, scaly lesion, sore, nodule, or crusted growth. | sources=S5,S13,S19
0693 | Squamous cell carcinoma, NOS | Dermatology corpus line: An SCC lesion may fail to heal or may recur after seeming to heal. | sources=S5,S13,S19
0694 | Squamous cell carcinoma, NOS | Dermatology corpus line: Squamous lesions can be flat, eroded, infiltrated, or hyperkeratotic. | sources=S5,S13,S19
0695 | Squamous cell carcinoma, NOS | Dermatology corpus line: Dermoscopy can help distinguish squamous lesions from basal cell carcinoma, especially when the lesion is scaly or eroded. | sources=S5,S13,S19
0696 | Squamous cell carcinoma, NOS | Dermatology corpus line: Actinic keratosis and squamous cell carcinoma in situ have specific dermoscopic features that aid diagnosis. | sources=S5,S13,S19
0697 | Squamous cell carcinoma, NOS | Dermatology corpus line: Invasive squamous cell carcinoma can be harder to diagnose by dermoscopy alone. | sources=S5,S13,S19
0698 | Squamous cell carcinoma, NOS | Dermatology corpus line: Sun-exposed sites such as the ear or lower lip are classic areas for squamous cell carcinoma. | sources=S5,S13,S19
0699 | Squamous cell carcinoma, NOS | Dermatology corpus line: A new growth that looks like a scab, rough patch, or wart-like lesion can be a presentation of SCC. | sources=S5,S13,S19
0700 | Squamous cell carcinoma, NOS | Dermatology corpus line: Squamous cell carcinoma arises from epidermal keratinocytes. | sources=S5,S13,S19
0701 | Scar | A scar is fibrous tissue that forms during healing after skin injury. | sources=S10,S20
0702 | Scar | Hypertrophic scars remain confined to the original area of skin injury. | sources=S10,S20
0703 | Scar | Keloid scars extend beyond the original wound margin. | sources=S10,S20
0704 | Scar | Keloids can occur after skin injury and only rarely appear without a clear preceding injury. | sources=S10,S20
0705 | Scar | Hypertrophic scars are more likely to regress than keloids. | sources=S10,S20
0706 | Scar | Keloids and hypertrophic scars may feel firm, smooth, and thickened. | sources=S10,S20
0707 | Scar | Tension on a healing wound can contribute to hypertrophic scarring. | sources=S10,S20
0708 | Scar | On dermoscopy, scar tissue can show white sclerotic areas. | sources=S10,S20
0709 | Scar | A scar-like white plaque is a clinical pattern that can mimic some skin cancers. | sources=S10,S20
0710 | Scar | In dermoscopy, scar-like depigmentation is also a regression clue that must be distinguished from benign patterns. | sources=S10,S20
0711 | Scar | Diagnostic note: A scar is fibrous tissue that forms during healing after skin injury. | sources=S10,S20
0712 | Scar | Diagnostic note: Hypertrophic scars remain confined to the original area of skin injury. | sources=S10,S20
0713 | Scar | Diagnostic note: Keloid scars extend beyond the original wound margin. | sources=S10,S20
0714 | Scar | Diagnostic note: Keloids can occur after skin injury and only rarely appear without a clear preceding injury. | sources=S10,S20
0715 | Scar | Diagnostic note: Hypertrophic scars are more likely to regress than keloids. | sources=S10,S20
0716 | Scar | Diagnostic note: Keloids and hypertrophic scars may feel firm, smooth, and thickened. | sources=S10,S20
0717 | Scar | Diagnostic note: Tension on a healing wound can contribute to hypertrophic scarring. | sources=S10,S20
0718 | Scar | Diagnostic note: On dermoscopy, scar tissue can show white sclerotic areas. | sources=S10,S20
0719 | Scar | Diagnostic note: A scar-like white plaque is a clinical pattern that can mimic some skin cancers. | sources=S10,S20
0720 | Scar | Diagnostic note: In dermoscopy, scar-like depigmentation is also a regression clue that must be distinguished from benign patterns. | sources=S10,S20
0721 | Scar | Clinical teaching point: A scar is fibrous tissue that forms during healing after skin injury. | sources=S10,S20
0722 | Scar | Clinical teaching point: Hypertrophic scars remain confined to the original area of skin injury. | sources=S10,S20
0723 | Scar | Clinical teaching point: Keloid scars extend beyond the original wound margin. | sources=S10,S20
0724 | Scar | Clinical teaching point: Keloids can occur after skin injury and only rarely appear without a clear preceding injury. | sources=S10,S20
0725 | Scar | Clinical teaching point: Hypertrophic scars are more likely to regress than keloids. | sources=S10,S20
0726 | Scar | Clinical teaching point: Keloids and hypertrophic scars may feel firm, smooth, and thickened. | sources=S10,S20
0727 | Scar | Clinical teaching point: Tension on a healing wound can contribute to hypertrophic scarring. | sources=S10,S20
0728 | Scar | Clinical teaching point: On dermoscopy, scar tissue can show white sclerotic areas. | sources=S10,S20
0729 | Scar | Clinical teaching point: A scar-like white plaque is a clinical pattern that can mimic some skin cancers. | sources=S10,S20
0730 | Scar | Clinical teaching point: In dermoscopy, scar-like depigmentation is also a regression clue that must be distinguished from benign patterns. | sources=S10,S20
0731 | Scar | For dermoscopy-focused retrieval, remember that a scar is fibrous tissue that forms during healing after skin injury. | sources=S10,S20
0732 | Scar | For dermoscopy-focused retrieval, remember that hypertrophic scars remain confined to the original area of skin injury. | sources=S10,S20
0733 | Scar | For dermoscopy-focused retrieval, remember that keloid scars extend beyond the original wound margin. | sources=S10,S20
0734 | Scar | For dermoscopy-focused retrieval, remember that keloids can occur after skin injury and only rarely appear without a clear preceding injury. | sources=S10,S20
0735 | Scar | For dermoscopy-focused retrieval, remember that hypertrophic scars are more likely to regress than keloids. | sources=S10,S20
0736 | Scar | For dermoscopy-focused retrieval, remember that keloids and hypertrophic scars may feel firm, smooth, and thickened. | sources=S10,S20
0737 | Scar | For dermoscopy-focused retrieval, remember that tension on a healing wound can contribute to hypertrophic scarring. | sources=S10,S20
0738 | Scar | For dermoscopy-focused retrieval, remember that on dermoscopy, scar tissue can show white sclerotic areas. | sources=S10,S20
0739 | Scar | For dermoscopy-focused retrieval, remember that a scar-like white plaque is a clinical pattern that can mimic some skin cancers. | sources=S10,S20
0740 | Scar | For dermoscopy-focused retrieval, remember that in dermoscopy, scar-like depigmentation is also a regression clue that must be distinguished from benign patterns. | sources=S10,S20
0741 | Scar | RAG fact: A scar is fibrous tissue that forms during healing after skin injury. | sources=S10,S20
0742 | Scar | RAG fact: Hypertrophic scars remain confined to the original area of skin injury. | sources=S10,S20
0743 | Scar | RAG fact: Keloid scars extend beyond the original wound margin. | sources=S10,S20
0744 | Scar | RAG fact: Keloids can occur after skin injury and only rarely appear without a clear preceding injury. | sources=S10,S20
0745 | Scar | RAG fact: Hypertrophic scars are more likely to regress than keloids. | sources=S10,S20
0746 | Scar | RAG fact: Keloids and hypertrophic scars may feel firm, smooth, and thickened. | sources=S10,S20
0747 | Scar | RAG fact: Tension on a healing wound can contribute to hypertrophic scarring. | sources=S10,S20
0748 | Scar | RAG fact: On dermoscopy, scar tissue can show white sclerotic areas. | sources=S10,S20
0749 | Scar | RAG fact: A scar-like white plaque is a clinical pattern that can mimic some skin cancers. | sources=S10,S20
0750 | Scar | RAG fact: In dermoscopy, scar-like depigmentation is also a regression clue that must be distinguished from benign patterns. | sources=S10,S20
0751 | Scar | Lesion summary: A scar is fibrous tissue that forms during healing after skin injury. | sources=S10,S20
0752 | Scar | Lesion summary: Hypertrophic scars remain confined to the original area of skin injury. | sources=S10,S20
0753 | Scar | Lesion summary: Keloid scars extend beyond the original wound margin. | sources=S10,S20
0754 | Scar | Lesion summary: Keloids can occur after skin injury and only rarely appear without a clear preceding injury. | sources=S10,S20
0755 | Scar | Lesion summary: Hypertrophic scars are more likely to regress than keloids. | sources=S10,S20
0756 | Scar | Lesion summary: Keloids and hypertrophic scars may feel firm, smooth, and thickened. | sources=S10,S20
0757 | Scar | Lesion summary: Tension on a healing wound can contribute to hypertrophic scarring. | sources=S10,S20
0758 | Scar | Lesion summary: On dermoscopy, scar tissue can show white sclerotic areas. | sources=S10,S20
0759 | Scar | Lesion summary: A scar-like white plaque is a clinical pattern that can mimic some skin cancers. | sources=S10,S20
0760 | Scar | Lesion summary: In dermoscopy, scar-like depigmentation is also a regression clue that must be distinguished from benign patterns. | sources=S10,S20
0761 | Scar | Medical note: A scar is fibrous tissue that forms during healing after skin injury. | sources=S10,S20
0762 | Scar | Medical note: Hypertrophic scars remain confined to the original area of skin injury. | sources=S10,S20
0763 | Scar | Medical note: Keloid scars extend beyond the original wound margin. | sources=S10,S20
0764 | Scar | Medical note: Keloids can occur after skin injury and only rarely appear without a clear preceding injury. | sources=S10,S20
0765 | Scar | Medical note: Hypertrophic scars are more likely to regress than keloids. | sources=S10,S20
0766 | Scar | Medical note: Keloids and hypertrophic scars may feel firm, smooth, and thickened. | sources=S10,S20
0767 | Scar | Medical note: Tension on a healing wound can contribute to hypertrophic scarring. | sources=S10,S20
0768 | Scar | Medical note: On dermoscopy, scar tissue can show white sclerotic areas. | sources=S10,S20
0769 | Scar | Medical note: A scar-like white plaque is a clinical pattern that can mimic some skin cancers. | sources=S10,S20
0770 | Scar | Medical note: In dermoscopy, scar-like depigmentation is also a regression clue that must be distinguished from benign patterns. | sources=S10,S20
0771 | Scar | Classification clue: A scar is fibrous tissue that forms during healing after skin injury. | sources=S10,S20
0772 | Scar | Classification clue: Hypertrophic scars remain confined to the original area of skin injury. | sources=S10,S20
0773 | Scar | Classification clue: Keloid scars extend beyond the original wound margin. | sources=S10,S20
0774 | Scar | Classification clue: Keloids can occur after skin injury and only rarely appear without a clear preceding injury. | sources=S10,S20
0775 | Scar | Classification clue: Hypertrophic scars are more likely to regress than keloids. | sources=S10,S20
0776 | Scar | Classification clue: Keloids and hypertrophic scars may feel firm, smooth, and thickened. | sources=S10,S20
0777 | Scar | Classification clue: Tension on a healing wound can contribute to hypertrophic scarring. | sources=S10,S20
0778 | Scar | Classification clue: On dermoscopy, scar tissue can show white sclerotic areas. | sources=S10,S20
0779 | Scar | Classification clue: A scar-like white plaque is a clinical pattern that can mimic some skin cancers. | sources=S10,S20
0780 | Scar | Classification clue: In dermoscopy, scar-like depigmentation is also a regression clue that must be distinguished from benign patterns. | sources=S10,S20
0781 | Scar | Reference-backed statement: A scar is fibrous tissue that forms during healing after skin injury. | sources=S10,S20
0782 | Scar | Reference-backed statement: Hypertrophic scars remain confined to the original area of skin injury. | sources=S10,S20
0783 | Scar | Reference-backed statement: Keloid scars extend beyond the original wound margin. | sources=S10,S20
0784 | Scar | Reference-backed statement: Keloids can occur after skin injury and only rarely appear without a clear preceding injury. | sources=S10,S20
0785 | Scar | Reference-backed statement: Hypertrophic scars are more likely to regress than keloids. | sources=S10,S20
0786 | Scar | Reference-backed statement: Keloids and hypertrophic scars may feel firm, smooth, and thickened. | sources=S10,S20
0787 | Scar | Reference-backed statement: Tension on a healing wound can contribute to hypertrophic scarring. | sources=S10,S20
0788 | Scar | Reference-backed statement: On dermoscopy, scar tissue can show white sclerotic areas. | sources=S10,S20
0789 | Scar | Reference-backed statement: A scar-like white plaque is a clinical pattern that can mimic some skin cancers. | sources=S10,S20
0790 | Scar | Reference-backed statement: In dermoscopy, scar-like depigmentation is also a regression clue that must be distinguished from benign patterns. | sources=S10,S20
0791 | Scar | Dermatology corpus line: A scar is fibrous tissue that forms during healing after skin injury. | sources=S10,S20
0792 | Scar | Dermatology corpus line: Hypertrophic scars remain confined to the original area of skin injury. | sources=S10,S20
0793 | Scar | Dermatology corpus line: Keloid scars extend beyond the original wound margin. | sources=S10,S20
0794 | Scar | Dermatology corpus line: Keloids can occur after skin injury and only rarely appear without a clear preceding injury. | sources=S10,S20
0795 | Scar | Dermatology corpus line: Hypertrophic scars are more likely to regress than keloids. | sources=S10,S20
0796 | Scar | Dermatology corpus line: Keloids and hypertrophic scars may feel firm, smooth, and thickened. | sources=S10,S20
0797 | Scar | Dermatology corpus line: Tension on a healing wound can contribute to hypertrophic scarring. | sources=S10,S20
0798 | Scar | Dermatology corpus line: On dermoscopy, scar tissue can show white sclerotic areas. | sources=S10,S20
0799 | Scar | Dermatology corpus line: A scar-like white plaque is a clinical pattern that can mimic some skin cancers. | sources=S10,S20
0800 | Scar | Dermatology corpus line: In dermoscopy, scar-like depigmentation is also a regression clue that must be distinguished from benign patterns. | sources=S10,S20
0801 | Solar lentigo | Solar lentigo is a harmless patch of darkened skin caused by chronic ultraviolet exposure. | sources=S7,S3
0802 | Solar lentigo | Solar lentigo results from local proliferation of melanocytes and accumulation of melanin in keratinocytes. | sources=S7,S3
0803 | Solar lentigo | Solar lentigines are very common, especially in people older than 40 years. | sources=S7,S3
0804 | Solar lentigo | A solar lentigo is also called an old age spot or senile freckle. | sources=S7,S3
0805 | Solar lentigo | Solar lentigo is usually flat and well circumscribed. | sources=S7,S3
0806 | Solar lentigo | The lesion may be round, oval, or irregular in shape. | sources=S7,S3
0807 | Solar lentigo | Color can range from skin-colored or tan to dark brown or black. | sources=S7,S3
0808 | Solar lentigo | Solar lentigines can vary from a few millimeters to several centimeters in size. | sources=S7,S3
0809 | Solar lentigo | Dermoscopy can help distinguish solar lentigo from melanoma when the lesion is irregular. | sources=S7,S3
0810 | Solar lentigo | If doubt remains after clinical and dermoscopic assessment, biopsy can be performed. | sources=S7,S3
0811 | Solar lentigo | Diagnostic note: Solar lentigo is a harmless patch of darkened skin caused by chronic ultraviolet exposure. | sources=S7,S3
0812 | Solar lentigo | Diagnostic note: Solar lentigo results from local proliferation of melanocytes and accumulation of melanin in keratinocytes. | sources=S7,S3
0813 | Solar lentigo | Diagnostic note: Solar lentigines are very common, especially in people older than 40 years. | sources=S7,S3
0814 | Solar lentigo | Diagnostic note: A solar lentigo is also called an old age spot or senile freckle. | sources=S7,S3
0815 | Solar lentigo | Diagnostic note: Solar lentigo is usually flat and well circumscribed. | sources=S7,S3
0816 | Solar lentigo | Diagnostic note: The lesion may be round, oval, or irregular in shape. | sources=S7,S3
0817 | Solar lentigo | Diagnostic note: Color can range from skin-colored or tan to dark brown or black. | sources=S7,S3
0818 | Solar lentigo | Diagnostic note: Solar lentigines can vary from a few millimeters to several centimeters in size. | sources=S7,S3
0819 | Solar lentigo | Diagnostic note: Dermoscopy can help distinguish solar lentigo from melanoma when the lesion is irregular. | sources=S7,S3
0820 | Solar lentigo | Diagnostic note: If doubt remains after clinical and dermoscopic assessment, biopsy can be performed. | sources=S7,S3
0821 | Solar lentigo | Clinical teaching point: Solar lentigo is a harmless patch of darkened skin caused by chronic ultraviolet exposure. | sources=S7,S3
0822 | Solar lentigo | Clinical teaching point: Solar lentigo results from local proliferation of melanocytes and accumulation of melanin in keratinocytes. | sources=S7,S3
0823 | Solar lentigo | Clinical teaching point: Solar lentigines are very common, especially in people older than 40 years. | sources=S7,S3
0824 | Solar lentigo | Clinical teaching point: A solar lentigo is also called an old age spot or senile freckle. | sources=S7,S3
0825 | Solar lentigo | Clinical teaching point: Solar lentigo is usually flat and well circumscribed. | sources=S7,S3
0826 | Solar lentigo | Clinical teaching point: The lesion may be round, oval, or irregular in shape. | sources=S7,S3
0827 | Solar lentigo | Clinical teaching point: Color can range from skin-colored or tan to dark brown or black. | sources=S7,S3
0828 | Solar lentigo | Clinical teaching point: Solar lentigines can vary from a few millimeters to several centimeters in size. | sources=S7,S3
0829 | Solar lentigo | Clinical teaching point: Dermoscopy can help distinguish solar lentigo from melanoma when the lesion is irregular. | sources=S7,S3
0830 | Solar lentigo | Clinical teaching point: If doubt remains after clinical and dermoscopic assessment, biopsy can be performed. | sources=S7,S3
0831 | Solar lentigo | For dermoscopy-focused retrieval, remember that solar lentigo is a harmless patch of darkened skin caused by chronic ultraviolet exposure. | sources=S7,S3
0832 | Solar lentigo | For dermoscopy-focused retrieval, remember that solar lentigo results from local proliferation of melanocytes and accumulation of melanin in keratinocytes. | sources=S7,S3
0833 | Solar lentigo | For dermoscopy-focused retrieval, remember that solar lentigines are very common, especially in people older than 40 years. | sources=S7,S3
0834 | Solar lentigo | For dermoscopy-focused retrieval, remember that a solar lentigo is also called an old age spot or senile freckle. | sources=S7,S3
0835 | Solar lentigo | For dermoscopy-focused retrieval, remember that solar lentigo is usually flat and well circumscribed. | sources=S7,S3
0836 | Solar lentigo | For dermoscopy-focused retrieval, remember that the lesion may be round, oval, or irregular in shape. | sources=S7,S3
0837 | Solar lentigo | For dermoscopy-focused retrieval, remember that color can range from skin-colored or tan to dark brown or black. | sources=S7,S3
0838 | Solar lentigo | For dermoscopy-focused retrieval, remember that solar lentigines can vary from a few millimeters to several centimeters in size. | sources=S7,S3
0839 | Solar lentigo | For dermoscopy-focused retrieval, remember that dermoscopy can help distinguish solar lentigo from melanoma when the lesion is irregular. | sources=S7,S3
0840 | Solar lentigo | For dermoscopy-focused retrieval, remember that if doubt remains after clinical and dermoscopic assessment, biopsy can be performed. | sources=S7,S3
0841 | Solar lentigo | RAG fact: Solar lentigo is a harmless patch of darkened skin caused by chronic ultraviolet exposure. | sources=S7,S3
0842 | Solar lentigo | RAG fact: Solar lentigo results from local proliferation of melanocytes and accumulation of melanin in keratinocytes. | sources=S7,S3
0843 | Solar lentigo | RAG fact: Solar lentigines are very common, especially in people older than 40 years. | sources=S7,S3
0844 | Solar lentigo | RAG fact: A solar lentigo is also called an old age spot or senile freckle. | sources=S7,S3
0845 | Solar lentigo | RAG fact: Solar lentigo is usually flat and well circumscribed. | sources=S7,S3
0846 | Solar lentigo | RAG fact: The lesion may be round, oval, or irregular in shape. | sources=S7,S3
0847 | Solar lentigo | RAG fact: Color can range from skin-colored or tan to dark brown or black. | sources=S7,S3
0848 | Solar lentigo | RAG fact: Solar lentigines can vary from a few millimeters to several centimeters in size. | sources=S7,S3
0849 | Solar lentigo | RAG fact: Dermoscopy can help distinguish solar lentigo from melanoma when the lesion is irregular. | sources=S7,S3
0850 | Solar lentigo | RAG fact: If doubt remains after clinical and dermoscopic assessment, biopsy can be performed. | sources=S7,S3
0851 | Solar lentigo | Lesion summary: Solar lentigo is a harmless patch of darkened skin caused by chronic ultraviolet exposure. | sources=S7,S3
0852 | Solar lentigo | Lesion summary: Solar lentigo results from local proliferation of melanocytes and accumulation of melanin in keratinocytes. | sources=S7,S3
0853 | Solar lentigo | Lesion summary: Solar lentigines are very common, especially in people older than 40 years. | sources=S7,S3
0854 | Solar lentigo | Lesion summary: A solar lentigo is also called an old age spot or senile freckle. | sources=S7,S3
0855 | Solar lentigo | Lesion summary: Solar lentigo is usually flat and well circumscribed. | sources=S7,S3
0856 | Solar lentigo | Lesion summary: The lesion may be round, oval, or irregular in shape. | sources=S7,S3
0857 | Solar lentigo | Lesion summary: Color can range from skin-colored or tan to dark brown or black. | sources=S7,S3
0858 | Solar lentigo | Lesion summary: Solar lentigines can vary from a few millimeters to several centimeters in size. | sources=S7,S3
0859 | Solar lentigo | Lesion summary: Dermoscopy can help distinguish solar lentigo from melanoma when the lesion is irregular. | sources=S7,S3
0860 | Solar lentigo | Lesion summary: If doubt remains after clinical and dermoscopic assessment, biopsy can be performed. | sources=S7,S3
0861 | Solar lentigo | Medical note: Solar lentigo is a harmless patch of darkened skin caused by chronic ultraviolet exposure. | sources=S7,S3
0862 | Solar lentigo | Medical note: Solar lentigo results from local proliferation of melanocytes and accumulation of melanin in keratinocytes. | sources=S7,S3
0863 | Solar lentigo | Medical note: Solar lentigines are very common, especially in people older than 40 years. | sources=S7,S3
0864 | Solar lentigo | Medical note: A solar lentigo is also called an old age spot or senile freckle. | sources=S7,S3
0865 | Solar lentigo | Medical note: Solar lentigo is usually flat and well circumscribed. | sources=S7,S3
0866 | Solar lentigo | Medical note: The lesion may be round, oval, or irregular in shape. | sources=S7,S3
0867 | Solar lentigo | Medical note: Color can range from skin-colored or tan to dark brown or black. | sources=S7,S3
0868 | Solar lentigo | Medical note: Solar lentigines can vary from a few millimeters to several centimeters in size. | sources=S7,S3
0869 | Solar lentigo | Medical note: Dermoscopy can help distinguish solar lentigo from melanoma when the lesion is irregular. | sources=S7,S3
0870 | Solar lentigo | Medical note: If doubt remains after clinical and dermoscopic assessment, biopsy can be performed. | sources=S7,S3
0871 | Solar lentigo | Classification clue: Solar lentigo is a harmless patch of darkened skin caused by chronic ultraviolet exposure. | sources=S7,S3
0872 | Solar lentigo | Classification clue: Solar lentigo results from local proliferation of melanocytes and accumulation of melanin in keratinocytes. | sources=S7,S3
0873 | Solar lentigo | Classification clue: Solar lentigines are very common, especially in people older than 40 years. | sources=S7,S3
0874 | Solar lentigo | Classification clue: A solar lentigo is also called an old age spot or senile freckle. | sources=S7,S3
0875 | Solar lentigo | Classification clue: Solar lentigo is usually flat and well circumscribed. | sources=S7,S3
0876 | Solar lentigo | Classification clue: The lesion may be round, oval, or irregular in shape. | sources=S7,S3
0877 | Solar lentigo | Classification clue: Color can range from skin-colored or tan to dark brown or black. | sources=S7,S3
0878 | Solar lentigo | Classification clue: Solar lentigines can vary from a few millimeters to several centimeters in size. | sources=S7,S3
0879 | Solar lentigo | Classification clue: Dermoscopy can help distinguish solar lentigo from melanoma when the lesion is irregular. | sources=S7,S3
0880 | Solar lentigo | Classification clue: If doubt remains after clinical and dermoscopic assessment, biopsy can be performed. | sources=S7,S3
0881 | Solar lentigo | Reference-backed statement: Solar lentigo is a harmless patch of darkened skin caused by chronic ultraviolet exposure. | sources=S7,S3
0882 | Solar lentigo | Reference-backed statement: Solar lentigo results from local proliferation of melanocytes and accumulation of melanin in keratinocytes. | sources=S7,S3
0883 | Solar lentigo | Reference-backed statement: Solar lentigines are very common, especially in people older than 40 years. | sources=S7,S3
0884 | Solar lentigo | Reference-backed statement: A solar lentigo is also called an old age spot or senile freckle. | sources=S7,S3
0885 | Solar lentigo | Reference-backed statement: Solar lentigo is usually flat and well circumscribed. | sources=S7,S3
0886 | Solar lentigo | Reference-backed statement: The lesion may be round, oval, or irregular in shape. | sources=S7,S3
0887 | Solar lentigo | Reference-backed statement: Color can range from skin-colored or tan to dark brown or black. | sources=S7,S3
0888 | Solar lentigo | Reference-backed statement: Solar lentigines can vary from a few millimeters to several centimeters in size. | sources=S7,S3
